Authors,Authors_link,Title,Title_link,Date
"Villar-Onrubia, D., Merry, S. K., Stefanelli, C., Wimpenny, K.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/sarah-kate-merry",OpenMed – Educación abierta en el sur del Mediterráneo: OpenMed - Open Education in the South-Mediterranean,https://pureportal.coventry.ac.uk/en/publications/openmed-educaci%C3%B3n-abierta-en-el-sur-del-mediterr%C3%A1neo-openmed-open,30 Sept 2018
"Bagiya, Y., Adefila, A., Aslam, F.","https://pureportal.coventry.ac.uk/en/persons/farzana-aslam,  https://pureportal.coventry.ac.uk/en/persons/yamuna-dass",STEM outreach activities: an approach to teachers’ professional development: STEM outreach activities,https://pureportal.coventry.ac.uk/en/publications/stem-outreach-activities-an-approach-to-teachers-professional-dev,10 Jan 2018
"Alsop, S.",https://pureportal.coventry.ac.uk/en/persons/sian-alsop,Summary matters: How lecturers review and preview information in engineering lectures,https://pureportal.coventry.ac.uk/en/publications/summary-matters-how-lecturers-review-and-preview-information-in-e,5 Jul 2018
"Nhu Huy, N., Chotpradit, T., Scott, P., Legaspi-Ramirez, E., Polmuk, C., Supangkat, J., Soon, S., Nelson, R., Lin Tun, S., Jacobo, J.",https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo,"Terminologies of ""Modern"" and ""Contemporary"" Art in Southeast Asia's Vernacular Languages: Indonesian, Javanese, Khmer, Lao, Malay, Myanmar/Burmese, Tagalog/Filipino, Thai and Vietnamese",https://pureportal.coventry.ac.uk/en/publications/terminologies-of-modern-and-contemporary-art-in-southeast-asias-v,1 Oct 2018
"DeWinter, A.",https://pureportal.coventry.ac.uk/en/persons/alun-dewinter,The Benefits and Challenges of Embedding Intercultural Competencies into the Postgraduate Research Provision,https://pureportal.coventry.ac.uk/en/publications/the-benefits-and-challenges-of-embedding-intercultural-competenci,2018
"Gakhal, S.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,What is Teaching Excellence?,https://pureportal.coventry.ac.uk/en/publications/what-is-teaching-excellence,20 Feb 2018
"Bluteau, P., Furlong, J., Adefila, A., Jackson, A., Clouder, D., Daly, G.","https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,  https://pureportal.coventry.ac.uk/en/persons/patricia-bluteau",An investigation to understand and evaluate the best ways to educate for and promote integrated working across the health and care sectors.,https://pureportal.coventry.ac.uk/en/publications/an-investigation-to-understand-and-evaluate-the-best-ways-to-educ,14 Jun 2017
"Clouder, D., Adefila, A.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,"Empowerment of physiotherapy students on placement: The interplay between autonomy, risk, and responsibility: The interplay between autonomy, risk, and responsibility",https://pureportal.coventry.ac.uk/en/publications/empowerment-of-physiotherapy-students-on-placement-the-interplay-,21 Sept 2017
"Wilson, C., Broughan, C., Gakhal, S., Sparks, T.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,Evaluating student satisfaction at a top-performing UK university,https://pureportal.coventry.ac.uk/en/publications/evaluating-student-satisfaction-at-a-top-performing-uk-university,15 Nov 2017
"Charalampous, M., Tramontano, C., Grant, C., Grunfield, E.","https://pureportal.coventry.ac.uk/en/persons/christine-grant,  https://pureportal.coventry.ac.uk/en/persons/carlo-tramontano",Exploring the relationship between remote e-working and work-related well-being.,https://pureportal.coventry.ac.uk/en/publications/exploring-the-relationship-between-remote-e-working-and-work-rela,Jan 2017
"Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,How to evaluate quality of teacher training? - Literature review and impact indicators framework for the pre-service teacher training programme in Jordan,https://pureportal.coventry.ac.uk/en/publications/how-to-evaluate-quality-of-teacher-training-literature-review-and,2017
"Hakouz, A., Pachler, N., Mkhiemir, F., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,Monitoring and evaluation of the pre-service teacher education programme – report,https://pureportal.coventry.ac.uk/en/publications/monitoring-and-evaluation-of-the-pre-service-teacher-education-pr,2017
"Lan Tan, H., Roe, S., Wimpenny, K., Lewis, L., Gordon, I., Desiron, H.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/sarah-roe",Preparation for an uncertain world: international curriculum development for mental health occupational therapy,https://pureportal.coventry.ac.uk/en/publications/preparation-for-an-uncertain-world-international-curriculum-devel-6,6 Sept 2017
"Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,The impact of participation in music on learning mathematics,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-participation-in-music-on-learning-mathematics,2017
"Hallam, S., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,The impact of participation in music on learning mathematics.,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-participation-in-music-on-learning-mathematics-2,30 Nov 2017
"Mackintosh, S., Clouder, D., Jones, M., Adefila, A.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,"What Students Should Know, But Don't Know, They Don't Know, About Proving Their Trustworthiness To Clinical Educators",https://pureportal.coventry.ac.uk/en/publications/what-students-should-know-but-dont-know-they-dont-know-about-prov,2 Jun 2017
"Morini, L., Jorio, F.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,A Less Lonely Place of Researching,https://pureportal.coventry.ac.uk/en/publications/a-less-lonely-place-of-researching,2016
"Kelman, J., Leung, K. Y. C., Miah, S., Westran, K., Li, W., Johnson, E., Sheikh, S., Malanca, A., Sagoo, M., Hunnigan, C.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,Alienation and Affect in Milan,https://pureportal.coventry.ac.uk/en/publications/alienation-and-affect-in-milan,2016
"Wilson, C., Evans, A.",https://pureportal.coventry.ac.uk/en/persons/alun-dewinter,Linking attainment to interculturalism and global citizenship,https://pureportal.coventry.ac.uk/en/publications/linking-attainment-to-interculturalism-and-global-citizenship,2016
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,Play as Bulwark of Uselessness,https://pureportal.coventry.ac.uk/en/publications/play-as-bulwark-of-uselessness,4 May 2016
"Clouder, D., Lycett, D., Coufopoulos, A., Garvey, S.","https://pureportal.coventry.ac.uk/en/persons/deborah-lycett,  https://pureportal.coventry.ac.uk/en/persons/deanne-clouder",Protocol for Developing Spiritual Competencies in Dietetic Practice,https://pureportal.coventry.ac.uk/en/publications/protocol-for-developing-spiritual-competencies-in-dietetic-practi,2016
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,The many times I saved the world (or died trying),https://pureportal.coventry.ac.uk/en/publications/the-many-times-i-saved-the-world-or-died-trying,2016
"Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,“I’ve always not been a racist”: do we need to reconsider teaching and learning about the Holocaust?,https://pureportal.coventry.ac.uk/en/publications/ive-always-not-been-a-racist-do-we-need-to-reconsider-teaching-an,Sept 2016
"Crawford, M.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Developing as an Educational Leader and Manager,https://pureportal.coventry.ac.uk/en/publications/developing-as-an-educational-leader-and-manager,2014
"Rogers, L., Hallam, S., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,Evaluation of the SkillForce 'Back on Track' programme,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-the-skillforce-back-on-track-programme,2014
"Rogers, L., Hallam, S., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,Evaluation of the SkillForce 'Ethos' programme,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-the-skillforce-ethos-programme,2014
"Bluteau, P., Clouder, D., Jackson, A., Davies, B.","https://pureportal.coventry.ac.uk/en/persons/patricia-bluteau,  https://pureportal.coventry.ac.uk/en/persons/deanne-clouder",Review of interprofessional education in the UK 1997–2003: Implanting Interprofessional Education in Qualifying Courses:  Eight Reflective Accounts – Coventry University & Warwick Medical School,https://pureportal.coventry.ac.uk/en/publications/review-of-interprofessional-education-in-the-uk-19972003-implanti,2014
"Crawford, M., Jones, S., Simkins, T., Coldron, J.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,The restructuring of schooling in England: The responses of well-positioned headteachers,https://pureportal.coventry.ac.uk/en/publications/the-restructuring-of-schooling-in-england-the-responses-of-well-p,13 May 2014
"Adefila, A., Odedra, S., Clouder, D., Jackson, C., Opie, J.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,Enhancing Guidance for Disabled People Wanting to Become Health and Social Care Professionals Report,https://pureportal.coventry.ac.uk/en/publications/enhancing-guidance-for-disabled-people-wanting-to-become-health-a-3,13 Dec 2013
"Crawford, M.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Enhancing school leadership: Evaluating the use of virtual learning communities,https://pureportal.coventry.ac.uk/en/publications/enhancing-school-leadership-evaluating-the-use-of-virtual-learnin,1 Jan 2013
"Morini, L., Fornasa, W.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,"Il Dito ed il Link: Pensiero ed Esperienza Quotidiana dei ""Nativi Digitali""",https://pureportal.coventry.ac.uk/en/publications/il-dito-ed-il-link-pensiero-ed-esperienza-quotidiana-dei-nativi-d,2013
"Karakuş, M.",https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus,Measuring intellectual capital in primary schools and examining in terms of some variables,https://pureportal.coventry.ac.uk/en/publications/measuring-intellectual-capital-in-primary-schools-and-examining-i,1 Jan 2013
"Usak, M., Afacan, O., Karakus, M.",https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus,Turkish adaptation of the scale of “student perceptions of teachers’ knowledge (SPOTK)” and examining in the aspect of some variables,https://pureportal.coventry.ac.uk/en/publications/turkish-adaptation-of-the-scale-of-student-perceptions-of-teacher,15 Apr 2013
"Furlong, J., Adefila, A., Jackson, A., Dales, R., Clouder, L., Ball, S., Ali, I.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,"Building confidence, competence and collaboration using technology enhanced learning resources",https://pureportal.coventry.ac.uk/en/publications/building-confidence-competence-and-collaboration-using-technology,20 Aug 2012
"Morini, L., Fornasa, W.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,"""Mappe per..."" - Transizioni verso un'ecologia sociale",https://pureportal.coventry.ac.uk/en/publications/mappe-per-transizioni-verso-unecologia-sociale-2,15 Sept 2012
"Morini, L., Fornasa, W.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,"""Mappe per..."" - Transizioni verso un'ecologia sociale",https://pureportal.coventry.ac.uk/en/publications/mappe-per-transizioni-verso-unecologia-sociale,10 Dec 2012
"Crawford, M., Bush, T.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Mapping the Field over 40 Years: A Historical Review,https://pureportal.coventry.ac.uk/en/publications/mapping-the-field-over-40-years-a-historical-review,5 Sept 2012
"Angelov, D.",https://pureportal.coventry.ac.uk/en/persons/dimitar-angelov,Introduction,https://pureportal.coventry.ac.uk/en/publications/introduction-27,2010
"Angelov, D.",https://pureportal.coventry.ac.uk/en/persons/dimitar-angelov,Introduction,https://pureportal.coventry.ac.uk/en/publications/introduction-28,2010
"Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Participatory action research: An integrated approach towards practice development,https://pureportal.coventry.ac.uk/en/publications/participatory-action-research-an-integrated-approach-towards-prac,7 Apr 2010
"Angelov, D.",https://pureportal.coventry.ac.uk/en/persons/dimitar-angelov,A Heterogeneous Identity: The Case of the Etruscans,https://pureportal.coventry.ac.uk/en/publications/a-heterogeneous-identity-the-case-of-the-etruscans,2008
"Karakus, M.",https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus,Eǧitim örgütlerinde entelektüel sermayenin yönetimi,https://pureportal.coventry.ac.uk/en/publications/e%C7%A7itim-%C3%B6rg%C3%BCtlerinde-entelekt%C3%BCel-sermayenin-y%C3%B6netimi,2008
"Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Practising cultural sensitivity in virtual spaces,https://pureportal.coventry.ac.uk/en/publications/practising-cultural-sensitivity-in-virtual-spaces,30 Sept 2006
"Crawford, M.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,The charismatic school leader:  Potent myth or persuasive effect?,https://pureportal.coventry.ac.uk/en/publications/the-charismatic-school-leader-potent-myth-or-persuasive-effect,1 Dec 2002
"Crawford, M., Glover, D., Levacic, R., Bennett, N.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Strategic and resource management in primary schools: Evidence from OfSTED inspection reports,https://pureportal.coventry.ac.uk/en/publications/strategic-and-resource-management-in-primary-schools-evidence-fro,1 Dec 1997
